fdc_id,data_type,description,protein_g,fat_g,carb_g,energy_kcal,fiber_g,sodium_mg,cholesterol_mg,satfat_g,sugars_g,desc_tokens,has_pork,has_beef,has_meat,brand,variant,product,verb,adj
168353,sr_legacy_food,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",20.89,3.4,1.04,118.0,0.0,1160.0,58.0,1.054,1.04,"['pork', 'cured', 'ham with natural juices', 'slice', 'boneless', 'separable lean and fat', 'heated', 'pan-broil']",True,False,True,[],"['cured', 'ham with natural juices', 'slice', 'boneless', 'separable lean and fat', 'heated', 'pan-broil']","['Pork', 'cured', 'ham with natural juices']","['cured', 'heated']","['natural', 'boneless', 'separable', 'lean', 'fat']"
168354,sr_legacy_food,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",22.18,5.1,1.06,139.0,0.0,977.0,64.0,0.95,1.06,"['pork', 'cured', 'ham with natural juices', 'spiral slice', 'boneless', 'separable lean and fat', 'heated', 'roasted']",True,False,True,['Pork'],"['cured', 'ham with natural juices', 'spiral slice', 'boneless', 'separable lean and fat', 'heated', 'roasted']","['Pork', 'cured', 'spiral slice']","['cured', 'heated', 'roasted']","['natural', 'boneless', 'separable', 'lean', 'fat']"
168355,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",20.54,3.13,0.84,114.0,0.0,1179.0,56.0,1.084,0.81,"['pork', 'cured', 'ham with natural juices', 'whole', 'boneless', 'separable lean and fat', 'heated', 'roasted']",True,False,True,['Pork'],"['cured', 'ham with natural juices', 'whole', 'boneless', 'separable lean and fat', 'heated', 'roasted']","['Pork', 'cured', 'ham with natural juices']","['cured', 'heated', 'roasted']","['natural', 'whole', 'boneless', 'separable', 'lean', 'fat']"
168356,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",23.95,8.88,0.64,177.0,0.0,826.0,71.0,2.85,0.64,"['pork', 'cured', 'ham', 'rump', 'bone-in', 'separable lean and fat', 'heated', 'roasted']",True,False,True,['Pork'],"['cured', 'bone-in', 'separable lean and fat', 'heated', 'roasted']","['Pork', 'cured', 'ham', 'rump']","['cured', 'heated', 'roasted']","['separable', 'lean', 'fat']"
168357,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",24.39,9.35,0.64,191.0,0.0,810.0,70.0,3.018,0.64,"['pork', 'cured', 'ham', 'shank', 'bone-in', 'separable lean and fat', 'heated', 'roasted']",True,False,True,['Pork'],"['cured', 'bone-in', 'separable lean and fat', 'heated', 'roasted']","['Pork', 'cured', 'ham', 'shank']","['cured', 'heated', 'roasted']","['separable', 'lean', 'fat']"
168358,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",21.61,9.85,0.41,177.0,0.0,816.0,61.0,3.18,0.06,"['pork', 'cured', 'ham', 'shank', 'bone-in', 'separable lean and fat', 'unheated']",True,False,True,['Pork'],"['bone-in', 'separable lean and fat', 'unheated']","['Pork', 'cured', 'ham', 'shank']",['cured'],"['separable', 'lean', 'fat', 'unheated']"
168359,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",25.48,8.48,0.7,181.0,0.0,852.0,73.0,2.75,0.7,"['pork', 'cured', 'ham', 'slice', 'bone-in', 'separable lean and fat', 'heated', 'pan-broil']",True,False,True,['Pork'],"['slice', 'bone-in', 'separable lean and fat', 'heated', 'pan-broil']","['Pork', 'cured', 'ham']","['cured', 'heated']","['separable', 'lean', 'fat']"
168360,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean only, unheated",24.36,3.59,0.0,130.0,0.0,760.0,65.0,1.099,0.0,"['pork', 'cured', 'ham', 'slice', 'bone-in', 'separable lean only', 'unheated']",True,False,True,"['Pork', 'ham']","['slice', 'bone-in', 'separable lean only', 'unheated']","['Pork', 'cured', 'ham', 'slice']",['cured'],"['separable', 'unheated']"
168361,sr_legacy_food,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",20.39,2.09,0.0,106.0,0.0,243.0,48.0,0.671,0.0,"['pork', 'fresh', 'enhanced', 'loin', 'tenderloin', 'separable lean only', 'raw']",True,False,True,['Pork'],"['fresh', 'enhanced', 'loin', 'tenderloin', 'separable lean only', 'raw']",['Pork'],['enhanced'],"['fresh', 'separable', 'raw']"
168362,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",27.58,12.14,0.0,227.0,0.0,154.0,98.0,4.62,0.0,"['pork', 'fresh', 'shoulder', '(boston butt)', 'blade (steaks)', 'separable lean only', 'with added solution cooked', 'braised']",True,False,True,['Pork'],"['fresh', 'separable lean only', 'with added solution', 'cooked']","['Pork', 'shoulder', 'Boston butt', 'blade']","['added', 'cooked', 'braised']","['fresh', 'separable']"
168363,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",18.29,5.36,0.18,122.0,0.0,165.0,59.0,1.873,0.0,"['pork', 'fresh', 'shoulder', '(boston butt)', 'blade (steaks)', 'separable lean only', 'with added solution', 'raw']",True,False,True,['Pork'],"['fresh', 'separable lean only', 'with added solution', 'raw']","['Pork', 'shoulder', 'Boston butt', 'blade']",['added'],"['fresh', 'separable', 'raw']"
168364,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",29.65,5.73,0.0,170.0,0.0,315.0,70.0,1.957,0.0,"['pork', 'fresh', 'loin', 'top loin (chops)', 'boneless', 'separable lean only', 'with added solution', 'cooked', 'broiled']",True,False,True,['Pork'],"['fresh', 'loin', 'boneless', 'separable lean only', 'with added solution', 'cooked', 'broiled']","['Pork', 'loin']","['added', 'cooked', 'broiled']","['fresh', 'top', 'boneless', 'separable']"
168365,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",17.19,11.12,0.16,169.0,0.0,155.0,62.0,3.912,0.0,"['pork', 'fresh', 'shoulder', '(boston butt)', 'blade (steaks)', 'separable lean and fat', 'with added solution', 'raw']",True,False,True,['Pork'],"['fresh', 'separable lean and fat', 'with added solution', 'raw']","['Pork', 'shoulder', 'Boston butt', 'blade']",['added'],"['fresh', 'separable', 'fat', 'raw']"
168366,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",25.84,16.94,0.03,263.0,0.0,151.0,97.0,6.288,0.0,"['pork', 'fresh', 'shoulder', '(boston butt)', 'blade (steaks)', 'separable lean and fat', 'with added solution', 'cooked', 'braised']",True,False,True,['Pork'],"['fresh', 'separable lean and fat', 'with added solution', 'braised']","['Pork', 'shoulder', 'Boston butt', 'blade']","['added', 'cooked', 'braised']","['fresh', 'separable', 'fat']"
168367,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",22.27,9.38,0.52,176.0,0.0,722.0,62.0,3.008,0.06,"['pork', 'cured', 'ham', 'rump', 'bone-in', 'separable lean and fat', 'unheated']",True,False,True,[],"['bone-in', 'separable lean and fat', 'unheated']","['Pork', 'cured', 'ham', 'rump']",['cured'],"['separable', 'lean', 'fat', 'unheated']"
168368,sr_legacy_food,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",27.57,4.41,0.0,158.0,0.0,76.0,81.0,1.358,0.0,"['pork', 'loin', 'leg cap steak', 'boneless', 'separable lean and fat', 'cooked', 'broiled']",True,False,True,['Pork'],"['boneless', 'separable lean and fat', 'cooked', 'broiled']","['Pork', 'loin', 'leg cap steak']","['cooked', 'broiled']","['boneless', 'separable', 'fat']"
168369,sr_legacy_food,"Pork, Shoulder petite tender, boneless, separable lean and fat, raw",21.65,3.91,0.0,128.0,0.0,50.0,66.0,1.012,0.0,"['pork', 'shoulder petite tender', 'boneless', 'separable lean and fat', 'raw']",True,False,True,['Pork'],"['petite tender', 'boneless', 'separable lean and fat', 'raw']","['Pork', 'Shoulder']",[],"['tender', 'boneless', 'separable', 'lean', 'fat', 'raw']"
168370,sr_legacy_food,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",31.11,2.56,0.0,156.0,0.0,43.0,84.0,0.791,0.0,"['pork', 'leg sirloin tip roast', 'boneless', 'separable lean and fat', 'cooked', 'braised']",True,False,True,['Pork'],"['boneless', 'separable lean and fat', 'cooked', 'braised']","['Leg', 'sirloin tip roast']","['cooked', 'braised']","['boneless', 'separable', 'fat']"
168371,sr_legacy_food,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw",22.88,1.71,0.0,113.0,0.0,50.0,62.0,0.524,0.0,"['pork', 'leg sirloin tip roast', 'boneless', 'separable lean and fat', 'raw']",True,False,True,['Pork'],"['boneless', 'separable lean and fat', 'raw']",['Leg sirloin tip roast'],[],"['boneless', 'separable', 'fat', 'raw']"
168372,sr_legacy_food,"Pork, ground, 84% lean / 16% fat, raw",17.99,16.0,0.44,218.0,0.0,68.0,68.0,4.93,0.0,"['pork', 'ground', '84% lean / 16% fat', 'raw']",True,False,True,['Pork'],"['84% lean / 16% fat', 'raw']","['Pork', 'ground']",[],"['fat', 'raw']"
168373,sr_legacy_food,"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",22.59,31.42,1.08,377.0,0.0,91.0,99.0,10.804,0.0,"['pork', 'ground', '72% lean / 28% fat', 'cooked', 'pan-broiled']",True,False,True,['Pork'],"['72% lean / 28% fat', 'cooked', 'pan-broiled']","['Pork', 'ground']",['cooked'],"['fat', 'pan-broiled']"
168374,sr_legacy_food,"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",27.14,21.39,0.0,301.0,0.0,89.0,97.0,7.453,0.0,"['pork', 'ground', '84% lean / 16% fat', 'cooked', 'pan-broiled']",True,False,True,['Pork'],"['84% lean / 16% fat', 'cooked', 'pan-broiled']","['Pork', 'ground']",['cooked'],"['fat', 'pan-broiled']"
168375,sr_legacy_food,"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",31.69,6.2,0.57,185.0,0.0,88.0,85.0,1.86,0.0,"['pork', 'ground', '96% lean / 4% fat', 'cooked', 'pan-broiled']",True,False,True,['Pork'],"['96% lean / 4% fat', 'cooked', 'pan-broiled']","['Pork', 'ground']",['cooked'],"['fat', 'pan-broiled']"
168376,sr_legacy_food,"Pork loin, fresh, backribs, bone-in, raw, lean only",20.85,9.84,0.0,172.0,0.0,95.0,66.0,3.477,0.0,"['pork loin', 'fresh', 'backribs', 'bone-in', 'raw', 'lean only']",True,False,True,['Pork loin'],"['fresh', 'bone-in', 'raw', 'lean only']","['Pork loin', 'backribs']",[],"['fresh', 'raw', 'lean']"
168377,sr_legacy_food,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only",24.15,17.65,0.0,255.0,0.0,98.0,84.0,6.221,0.0,"['pork loin', 'fresh', 'backribs', 'bone-in', 'cooked-roasted', 'lean only']",True,False,True,['Pork loin'],"['fresh', 'bone-in', 'cooked-roasted', 'lean only']","['Pork loin', 'backribs']","['cooked', 'roasted']","['fresh', 'lean']"
168378,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",27.83,11.65,0.0,216.0,0.0,84.0,89.0,3.096,0.0,"['pork', 'fresh', 'loin', 'country-style ribs', 'separable lean only', 'bone-in', 'cooked', 'broiled']",True,False,True,['Pork'],"['fresh', 'loin', 'country-style ribs', 'separable lean only', 'bone-in', 'cooked', 'broiled']","['Pork', 'loin']","['cooked', 'broiled']","['fresh', 'separable', 'lean']"
168379,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",29.2,11.38,0.0,219.0,0.0,72.0,99.0,4.079,0.0,"['pork', 'fresh', 'loin', 'country-style ribs', 'separable lean only', 'boneless', 'cooked', 'roasted']",True,False,True,['Pork'],"['fresh', 'loin', 'country-style ribs', 'separable lean only', 'boneless', 'cooked', 'roasted']","['Pork', 'loin']","['cooked', 'roasted']","['fresh', 'separable', 'lean', 'boneless']"
168380,sr_legacy_food,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",24.73,11.13,0.83,202.0,0.0,58.0,77.0,3.28,0.0,"['pork', 'fresh', 'blade', '(chops)', 'boneless', 'separable lean and fat', 'cooked', 'broiled']",True,False,True,['Pork'],"['fresh', 'blade', 'boneless', 'separable lean and fat', 'cooked', 'broiled']",['Pork'],"['cooked', 'broiled']","['fresh', 'boneless', 'separable', 'lean', 'fat']"
168381,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",20.54,7.94,0.76,157.0,0.0,64.0,59.0,2.767,0.0,"['pork', 'fresh', 'loin', 'blade (chops or roasts)', 'boneless', 'separable lean and fat only', 'raw']",True,False,True,['Pork'],"['fresh', 'loin', 'blade (chops or roasts)', 'boneless', 'separable lean and fat only', 'raw']","['Pork', 'loin']",[],"['fresh', 'boneless', 'separable', 'lean', 'fat', 'raw']"
168382,sr_legacy_food,"Bacon, pre-sliced, reduced/low sodium, unprepared",12.53,39.27,0.83,407.0,0.0,470.0,,,0.83,"['bacon', 'pre-sliced', 'reduced/low sodium', 'unprepared']",True,False,True,['Bacon'],"['pre-sliced', 'reduced/low sodium', 'unprepared']","['Bacon', 'pre-sliced']",['reduced'],"['pre-sliced', 'low', 'unprepared']"
168383,sr_legacy_food,"Canadian bacon, cooked, pan-fried",28.31,2.78,1.8,146.0,0.0,993.0,67.0,1.039,1.2,"['canadian bacon', 'cooked', 'pan-fried']",True,False,True,['Canadian bacon'],"['cooked', 'pan-fried']",['Canadian bacon'],['cooked'],"['Canadian', 'pan-fried']"
168384,sr_legacy_food,"Alfalfa seeds, sprouted, raw",3.99,0.69,2.1,23.0,1.9,6.0,0.0,0.069,0.2,"['alfalfa seeds', 'sprouted', 'raw']",False,False,False,[],"['sprouted', 'raw']",['Alfalfa seeds'],['sprouted'],['raw']
168385,sr_legacy_food,"Amaranth leaves, raw",2.46,0.33,4.02,23.0,,20.0,0.0,0.091,,"['amaranth leaves', 'raw']",False,False,False,[],['raw'],['Amaranth leaves'],['leaves'],['raw']
168386,sr_legacy_food,"Artichokes, (globe or french), cooked, boiled, drained, without salt",2.89,0.34,11.95,53.0,5.7,60.0,0.0,0.079,0.99,"['artichokes', '(globe or french)', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],['globe or french'],['Artichokes'],"['cooked', 'boiled', 'drained']",['french']
168387,sr_legacy_food,"Artichokes, (globe or french), frozen, unprepared",2.63,0.43,7.75,38.0,3.9,47.0,0.0,0.099,,"['artichokes', '(globe or french)', 'frozen', 'unprepared']",False,False,False,['frozen'],['globe or french'],['Artichokes'],['frozen'],"['french', 'unprepared']"
168388,sr_legacy_food,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",3.11,0.5,9.18,45.0,4.6,53.0,0.0,0.119,0.84,"['artichokes', '(globe or french)', 'frozen', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],['globe or french'],['Artichokes'],"['frozen', 'cooked', 'boiled', 'drained']",['french']
168389,sr_legacy_food,"Asparagus, raw",2.2,0.12,3.88,20.0,2.1,2.0,0.0,0.04,1.88,"['asparagus', 'raw']",False,False,False,[],['raw'],['Asparagus'],[],['raw']
168390,sr_legacy_food,"Asparagus, cooked, boiled, drained",2.4,0.22,4.11,22.0,2.0,14.0,0.0,0.048,1.3,"['asparagus', 'cooked', 'boiled', 'drained']",False,False,False,[],"['cooked', 'boiled', 'drained']",['Asparagus'],"['cooked', 'boiled', 'drained']",[]
168392,sr_legacy_food,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",3.6,0.2,6.68,34.0,1.9,13.0,0.0,0.032,1.04,"['balsam-pear (bitter gourd)', 'leafy tips', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['leafy tips', 'without salt']",['Balsam-pear'],"['cooked', 'boiled', 'drained']","['bitter', 'leafy']"
168393,sr_legacy_food,"Balsam-pear (bitter gourd), pods, raw",1.0,0.17,3.7,17.0,2.8,5.0,0.0,,,"['balsam-pear (bitter gourd)', 'pods', 'raw']",False,False,False,[],['raw'],"['Balsam-pear', 'pods']",[],"['bitter', 'raw']"
168394,sr_legacy_food,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",0.84,0.18,4.32,19.0,2.0,6.0,0.0,0.014,1.95,"['balsam-pear (bitter gourd)', 'pods', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['drained', 'without salt']","['Balsam-pear', 'pods']","['cooked', 'boiled', 'drained']",['bitter']
168395,sr_legacy_food,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",4.83,0.58,4.72,33.0,,7.0,0.0,0.083,,"['beans', 'kidney', 'mature seeds', 'sprouted', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,['mature seeds'],"['sprouted', 'drained', 'without salt']","['Beans', 'kidney', 'mature seeds']","['sprouted', 'cooked', 'boiled', 'drained']",['mature']
168396,sr_legacy_food,"Lima beans, immature seeds, raw",6.84,0.86,20.17,113.0,4.9,8.0,0.0,0.198,1.48,"['lima beans', 'immature seeds', 'raw']",False,False,False,[],"['immature seeds', 'raw']",['Lima beans'],[],"['immature', 'raw']"
168397,sr_legacy_food,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",2.18,1.43,13.02,64.0,1.7,163.0,0.0,0.219,4.11,"['corn', 'sweet', 'yellow', 'canned', 'drained solids', 'rinsed with tap water']",False,False,False,['canned'],"['sweet', 'yellow']","['Corn', 'canned']","['canned', 'drained', 'rinsed']","['sweet', 'yellow']"
168398,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared (Includes foods for USDA's Food Distribution Program)",3.02,0.78,20.71,88.0,2.1,3.0,0.0,0.119,2.5,"['corn', 'sweet', 'yellow', 'frozen', 'kernels cut off cob', ""unprepared (includes foods for usda's food distribution program)""]",False,False,False,[],"['sweet', 'yellow', 'frozen', 'kernels cut off cob', 'unprepared']",['Corn'],"['frozen', 'cut', 'Includes']","['sweet', 'yellow', 'unprepared']"
168399,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",2.55,0.67,19.3,81.0,2.4,1.0,0.0,0.103,3.07,"['corn', 'sweet', 'yellow', 'frozen', 'kernels cut off cob', 'boiled', 'drained', 'without salt']",False,False,False,['frozen'],"['sweet', 'yellow', 'frozen', 'kernels cut off cob', 'without salt']",['Corn'],"['frozen', 'cut', 'boiled', 'drained']","['sweet', 'yellow']"
168400,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels on cob, unprepared",3.28,0.78,23.5,98.0,2.8,5.0,0.0,0.12,3.78,"['corn', 'sweet', 'yellow', 'frozen', 'kernels on cob', 'unprepared']",False,False,False,[],"['sweet', 'yellow', 'frozen', 'kernels on cob', 'unprepared']",['Corn'],['frozen'],"['sweet', 'yellow', 'unprepared']"
168401,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",3.11,0.74,22.33,94.0,2.8,4.0,0.0,0.114,3.59,"['corn', 'sweet', 'yellow', 'frozen', 'kernels on cob', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['sweet', 'yellow', 'frozen', 'kernels on cob', 'cooked', 'drained', 'without salt']","['Corn', 'frozen']","['frozen', 'cooked', 'boiled', 'drained']","['sweet', 'yellow']"
168402,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",3.17,0.38,20.32,97.0,5.0,4.0,0.0,0.096,3.23,"['cowpeas (blackeyes)', 'immature seeds', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,['blackeyes'],['without salt'],"['Cowpeas', 'immature seeds']","['cooked', 'boiled', 'drained']",['immature']
168403,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",8.98,0.7,25.13,139.0,5.0,6.0,0.0,0.185,,"['cowpeas (blackeyes)', 'immature seeds', 'frozen', 'unprepared']",False,False,False,['blackeyes'],"['frozen', 'unprepared']","['Cowpeas', 'immature seeds']",['frozen'],"['immature', 'unprepared']"
168404,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",8.49,0.66,23.76,132.0,6.4,5.0,0.0,0.175,4.46,"['cowpeas (blackeyes)', 'immature seeds', 'frozen', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,['blackeyes'],"['frozen', 'without salt']","['Cowpeas', 'immature seeds']","['frozen', 'cooked', 'boiled', 'drained']",['immature']
168405,sr_legacy_food,"Cowpeas, young pods with seeds, raw",3.3,0.3,9.5,44.0,3.3,4.0,0.0,0.079,5.04,"['cowpeas', 'young pods with seeds', 'raw']",False,False,False,[],"['young pods with seeds', 'raw']",['Cowpeas'],[],"['young', 'raw']"
168406,sr_legacy_food,"Cowpeas, leafy tips, cooked, boiled, drained, without salt",4.67,0.1,2.8,22.0,,6.0,0.0,0.026,,"['cowpeas', 'leafy tips', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['leafy tips', 'drained', 'without salt']",['Cowpeas'],"['cooked', 'boiled', 'drained']",['leafy']
168407,sr_legacy_food,"Cress, garden, raw",2.6,0.7,5.5,32.0,1.1,14.0,0.0,0.023,4.4,"['cress', 'garden', 'raw']",False,False,False,['garden'],['raw'],['Cress'],[],['raw']
168408,sr_legacy_food,"Cress, garden, cooked, boiled, drained, without salt",1.9,0.6,3.8,23.0,0.7,8.0,0.0,0.02,3.11,"['cress', 'garden', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,['garden'],"['cooked', 'drained', 'without salt']",['Cress'],"['cooked', 'boiled', 'drained']",[]
168409,sr_legacy_food,"Cucumber, with peel, raw",0.65,0.11,3.63,15.0,0.5,2.0,0.0,0.037,1.67,"['cucumber', 'with peel', 'raw']",False,False,False,['Cucumber'],"['with peel', 'raw']",['Cucumber'],[],['raw']
168410,sr_legacy_food,"Edamame, frozen, unprepared",11.22,4.73,7.61,109.0,4.8,6.0,,,2.48,"['edamame', 'frozen', 'unprepared']",False,False,False,[],"['frozen', 'unprepared']",['Edamame'],['frozen'],['unprepared']
168411,sr_legacy_food,"Edamame, frozen, prepared",11.91,5.2,8.91,121.0,5.2,6.0,0.0,0.62,2.18,"['edamame', 'frozen', 'prepared']",False,False,False,[],"['frozen', 'prepared']",['Edamame'],"['frozen', 'prepared']",[]
168412,sr_legacy_food,"Endive, raw",1.25,0.2,3.35,17.0,3.1,22.0,0.0,0.048,0.25,"['endive', 'raw']",False,False,False,[],['raw'],['Endive'],[],['raw']
168413,sr_legacy_food,"Escarole, cooked, boiled, drained, no salt added",1.15,0.18,3.07,15.0,2.8,19.0,0.0,0.042,0.23,"['escarole', 'cooked', 'boiled', 'drained', 'no salt added']",False,False,False,[],['no salt added'],['Escarole'],"['cooked', 'boiled', 'drained', 'added']",[]
168414,sr_legacy_food,"Gourd, dishcloth (towelgourd), raw",1.2,0.2,4.35,20.0,1.1,3.0,0.0,0.016,2.02,"['gourd', 'dishcloth (towelgourd)', 'raw']",False,False,False,[],"['towelgourd', 'raw']","['Gourd', 'dishcloth']",[],['raw']
168415,sr_legacy_food,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",0.66,0.34,14.34,56.0,2.9,21.0,0.0,0.027,5.17,"['gourd', 'dishcloth (towelgourd)', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,['towelgourd'],['towelgourd'],"['Gourd', 'dishcloth']","['cooked', 'boiled', 'drained']",[]
168416,sr_legacy_food,"Drumstick leaves, raw",9.4,1.4,8.28,64.0,2.0,9.0,0.0,,,"['drumstick leaves', 'raw']",False,False,False,[],['raw'],['Drumstick leaves'],['leaves'],['raw']
168417,sr_legacy_food,"Drumstick leaves, cooked, boiled, drained, without salt",5.27,0.93,11.15,60.0,2.0,9.0,0.0,0.152,1.0,"['drumstick leaves', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['drained', 'without salt']",['Drumstick leaves'],"['leaves', 'cooked', 'boiled', 'drained']",[]
168419,sr_legacy_food,"Jute, potherb, raw",4.65,0.25,5.8,34.0,,8.0,0.0,0.038,,"['jute', 'potherb', 'raw']",False,False,False,[],['raw'],"['Jute', 'potherb']",[],['raw']
168420,sr_legacy_food,"Jute, potherb, cooked, boiled, drained, without salt",3.68,0.2,7.29,37.0,2.0,11.0,0.0,0.03,1.0,"['jute', 'potherb', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['cooked', 'drained', 'without salt']","['Jute', 'potherb']","['cooked', 'boiled', 'drained']",[]
168421,sr_legacy_food,"Kale, raw",2.92,1.49,4.42,35.0,4.1,53.0,0.0,0.178,0.99,"['kale', 'raw']",False,False,False,[],['raw'],['Kale'],[],['raw']
168422,sr_legacy_food,"Mushrooms, Chanterelle, raw",1.49,0.53,6.86,32.0,3.8,9.0,,,1.16,"['mushrooms', 'chanterelle', 'raw']",False,False,False,['Chanterelle'],['raw'],"['Mushrooms', 'Chanterelle']",[],['raw']
168423,sr_legacy_food,"Mushrooms, morel, raw",3.12,0.57,5.1,31.0,2.8,21.0,,0.065,0.6,"['mushrooms', 'morel', 'raw']",False,False,False,['morel'],['raw'],"['Mushrooms', 'morel']",[],['raw']
168424,sr_legacy_food,"Kohlrabi, raw",1.7,0.1,6.2,27.0,3.6,20.0,0.0,0.013,2.6,"['kohlrabi', 'raw']",False,False,False,[],['raw'],['Kohlrabi'],[],['raw']
168425,sr_legacy_food,"Kohlrabi, cooked, boiled, drained, without salt",1.8,0.11,6.69,29.0,1.1,21.0,0.0,0.014,2.8,"['kohlrabi', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['drained', 'without salt']",['Kohlrabi'],"['cooked', 'boiled', 'drained']",[]
168426,sr_legacy_food,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",0.81,0.2,7.62,31.0,1.0,10.0,0.0,0.027,2.11,"['leeks', '(bulb and lower leaf-portion)', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['cooked', 'drained', 'without salt']",['Leeks'],"['cooked', 'boiled', 'drained']",['lower']
168427,sr_legacy_food,"Lentils, sprouted, raw",8.96,0.55,22.14,106.0,,11.0,0.0,0.057,,"['lentils', 'sprouted', 'raw']",False,False,False,[],"['sprouted', 'raw']",['Lentils'],['sprouted'],['raw']
168428,sr_legacy_food,"Lentils, sprouted, cooked, stir-fried, without salt",8.8,0.45,21.25,101.0,,10.0,0.0,0.053,,"['lentils', 'sprouted', 'cooked', 'stir-fried', 'without salt']",False,False,False,[],"['sprouted', 'cooked', 'stir-fried', 'without salt']",['Lentils'],"['sprouted', 'cooked', 'fried']",[]
168429,sr_legacy_food,"Lettuce, butterhead (includes boston and bibb types), raw",1.35,0.22,2.23,13.0,1.1,5.0,0.0,0.029,0.94,"['lettuce', 'butterhead (includes boston and bibb types)', 'raw']",False,False,False,[],"['butterhead', 'includes boston and bibb types', 'raw']","['Lettuce', 'butterhead']",['includes'],['raw']
168430,sr_legacy_food,"Lotus root, cooked, boiled, drained, without salt",1.58,0.07,16.02,66.0,3.1,45.0,0.0,0.021,0.5,"['lotus root', 'cooked', 'boiled', 'drained', 'without salt']",False,False,False,[],"['drained', 'without salt']",['Lotus root'],"['cooked', 'boiled', 'drained']",[]
168431,sr_legacy_food,"Lettuce, red leaf, raw",1.33,0.22,2.26,13.0,0.9,25.0,0.0,0.028,0.48,"['lettuce', 'red leaf', 'raw']",False,False,False,[],"['red leaf', 'raw']",['Lettuce'],[],"['red', 'raw']"
