fdc_id,description,product,item_prices,unpriced_items,priced_items,total_items,priced_share,adj,verb,total_price
170624,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",['beef'],{'beef': 10.25},[],1,1,1.0,"['small', 'separable', 'fat']","['trimmed', 'cooked', 'broiled']",10.25
170625,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",['beef'],{'beef': 10.25},[],1,1,1.0,"['small', 'separable', 'fat', 'select']","['trimmed', 'cooked', 'broiled']",10.25
170626,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","['beef', 'bottom', 'steak']","{'beef': 10.25, 'steak': 14.25}",['bottom'],2,3,0.6666666666666666,"['round', 'separable', 'fat', 'fat']","['trimmed', 'cooked', 'braised']",0.0
170627,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","['beef', 'bottom', 'roast']","{'beef': 10.25, 'roast': 19.7}",['bottom'],2,3,0.6666666666666666,"['round', 'separable', 'fat', 'fat']","['trimmed', 'select', 'cooked', 'roasted']",0.0
170628,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","['beef', 'bottom', 'steak']","{'beef': 10.25, 'steak': 14.25}",['bottom'],2,3,0.6666666666666666,"['round', 'round', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",0.0
170629,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","['beef', 'bottom', 'roast']","{'beef': 10.25, 'roast': 19.7}",['bottom'],2,3,0.6666666666666666,"['round', 'round', 'separable', 'fat']","['trimmed', 'cooked', 'roasted']",0.0
170630,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised","['beef', 'bottom', 'steak']","{'beef': 10.25, 'steak': 14.25}",['bottom'],2,3,0.6666666666666666,"['round', 'round', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",0.0
170631,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","['beef', 'bottom', 'roast']","{'beef': 10.25, 'roast': 19.7}",['bottom'],2,3,0.6666666666666666,"['round', 'round', 'separable', 'fat']","['trimmed', 'cooked', 'roasted']",0.0
170632,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","['beef', 'eye']",{'beef': 10.25},['eye'],1,2,0.5,"['round', 'round', 'boneless', 'separable', 'lean', 'fat', 'fat', 'select']","['trimmed', 'cooked', 'roasted']",0.0
170633,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","['beef', 'eye']",{'beef': 10.25},['eye'],1,2,0.5,"['round', 'round', 'boneless', 'separable', 'fat']","['trimmed', 'cooked', 'roasted']",0.0
170634,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","['beef', 'eye']",{'beef': 10.25},['eye'],1,2,0.5,"['round', 'round', 'boneless', 'separable', 'fat']","['trimmed', 'cooked', 'roasted']",0.0
170635,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted","['beef', 'eye']",{'beef': 10.25},['eye'],1,2,0.5,"['round', 'round', 'boneless', 'separable', 'fat', 'select']","['trimmed', 'cooked', 'roasted']",0.0
170636,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","['beef', 'tip', 'roast']","{'beef': 10.25, 'roast': 19.7}",['tip'],2,3,0.6666666666666666,"['round', 'separable', 'fat']","['trimmed', 'cooked', 'roasted']",0.0
170637,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted","['beef', 'tip', 'roast']","{'beef': 10.25, 'roast': 19.7}",['tip'],2,3,0.6666666666666666,"['round', 'separable', 'fat']","['trimmed', 'select', 'cooked', 'roasted']",0.0
170638,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",['beef'],{'beef': 10.25},[],1,1,1.0,"['round', 'top', 'separable', 'fat', 'fat']","['trimmed', 'cooked', 'braised']",10.25
170639,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",['beef'],{'beef': 10.25},[],1,1,1.0,"['round', 'top', 'separable', 'lean', 'fat', 'fat']","['trimmed', 'cooked', 'braised']",10.25
170640,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","['beef', 'loin', 'tenderloin steak']","{'beef': 10.25, 'loin': 10.25, 'tenderloin steak': 14.59}",[],3,3,1.0,"['boneless', 'separable', 'lean', 'fat', 'fat', 'select']","['trimmed', 'cooked', 'grilled']",35.09
170641,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","['beef', 'loin', 'tenderloin steak']","{'beef': 10.25, 'loin': 10.25, 'tenderloin steak': 14.59}",[],3,3,1.0,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'grilled']",35.09
170642,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","['beef', 'loin', 'tenderloin steak']","{'beef': 10.25, 'loin': 10.25, 'tenderloin steak': 14.59}",[],3,3,1.0,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'grilled']",35.09
170643,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","['beef', 'loin', 'tenderloin steak']","{'beef': 10.25, 'loin': 10.25, 'tenderloin steak': 14.59}",[],3,3,1.0,"['boneless', 'separable', 'fat', 'select']","['trimmed', 'cooked', 'grilled']",35.09
170644,"Puddings, vanilla, dry mix, regular, with added oil","['puddings', 'mix']","{'puddings': 3.8, 'mix': 4.8}",[],2,2,1.0,"['dry', 'regular']",['added'],8.6
170646,"Syrups, table blends, pancake, with 2% maple, with added potassium","['syrups', 'table blends', 'pancake']","{'table blends': 7.95, 'pancake': 8.95}",['syrups'],2,3,0.6666666666666666,[],['added'],0.0
170647,"Snacks, corn cakes, very low sodium","['snacks', 'corn cakes']","{'snacks': 9.22, 'corn cakes': 4.4}",[],2,2,1.0,['low'],[],13.62
170648,"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, unsalted","['snacks', 'potato chips']","{'snacks': 9.22, 'potato chips': 7.6}",[],2,2,1.0,['unsalted'],"['made', 'hydrogenated']",16.82
170649,"Snacks, potato chips, plain, unsalted","['snacks', 'potato chips']","{'snacks': 9.22, 'potato chips': 7.6}",[],2,2,1.0,"['plain', 'unsalted']",[],16.82
170650,"Snacks, pretzels, hard, plain, made with unenriched flour, salted","['snacks', 'pretzels']",{'snacks': 9.22},['pretzels'],1,2,0.5,"['hard', 'plain', 'unenriched']","['made', 'salted']",0.0
170651,"Snacks, pretzels, hard, plain, made with unenriched flour, unsalted","['snacks', 'pretzels']",{'snacks': 9.22},['pretzels'],1,2,0.5,"['hard', 'plain', 'unenriched', 'unsalted']",['made'],0.0
170652,"Snacks, rice cakes, brown rice, sesame seed, unsalted","['snacks', 'rice cakes', 'rice', 'sesame seed']","{'snacks': 9.22, 'rice cakes': 5.12, 'rice': 11.0, 'sesame seed': 1.53}",[],4,4,1.0,"['brown', 'unsalted']",[],26.87
170653,"Snacks, sesame sticks, wheat-based, unsalted","['snacks', 'sesame sticks']","{'snacks': 9.22, 'sesame sticks': 6.98}",[],2,2,1.0,['unsalted'],['based'],16.2
170654,"Snacks, trail mix, regular, unsalted","['snacks', 'trail mix']","{'snacks': 9.22, 'trail mix': 4.8}",[],2,2,1.0,"['regular', 'unsalted']",[],14.02
170655,"Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds","['snacks', 'trail mix', 'nuts seeds']","{'snacks': 9.22, 'trail mix': 4.8, 'nuts seeds': 10.3}",[],3,3,1.0,"['regular', 'unsalted']",[],24.32
170656,"Candies, sugar-coated almonds","['candies', 'sugar almonds']",{'sugar almonds': 13.64},['candies'],1,2,0.5,[],['coated'],0.0
170657,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali","['cocoa', 'powder']",{'powder': 3.96},['cocoa'],1,2,0.5,['dry'],['processed'],0.0
170659,"Ice creams, vanilla, fat free",['ice creams'],{'ice creams': 7.65},[],1,1,1.0,"['fat', 'free']",[],7.65
170660,"Ice creams, BREYERS, All Natural Light French Vanilla","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,"['Natural', 'French']",[],0.0
170661,"Ice creams, BREYERS, 98% Fat Free Vanilla","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,"['Fat', 'Free']",[],0.0
170662,"Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,['Natural'],[],0.0
170663,"Ice creams, BREYERS, All Natural Light Mint Chocolate Chip","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,['Natural'],[],0.0
170664,"Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,[],['Added'],0.0
170667,"Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar","['novelties', 'slim a bear', 'stickless bar']",{'stickless bar': 7.56},"['novelties', 'slim a bear']",1,3,0.3333333333333333,[],"['Frozen', 'Added']",0.0
170668,"Ice creams, BREYERS, No Sugar Added, Chocolate Caramel","['ice creams', 'breyers']",{'ice creams': 7.65},['breyers'],1,2,0.5,[],['Added'],0.0
170669,"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar","['candies', 'break', 'milk chocolate', 'peanut butter', 'nougats', 'candy bar']","{'milk chocolate': 3.56, 'peanut butter': 8.1, 'candy bar': 7.56}","['candies', 'break', 'nougats']",3,6,0.5,"['Fast', 'soft']",[],0.0
170670,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds","['candies', 'chocolate almonds']",{'chocolate almonds': 13.64},['candies'],1,2,0.5,[],['Covered'],0.0
170671,"Ice creams, regular, low carbohydrate, vanilla",['ice creams'],{'ice creams': 7.65},[],1,1,1.0,"['regular', 'low']",[],7.65
170679,"Sweetener, herbal extract powder from Stevia leaf","['sweetener', 'extract powder', 'stevia leaf']","{'extract powder': 3.96, 'stevia leaf': 2.5}",['sweetener'],2,3,0.6666666666666666,['herbal'],[],0.0
170682,"Amaranth grain, uncooked",['amaranth grain'],{'amaranth grain': 10.13},[],1,1,1.0,['uncooked'],[],10.13
170684,Arrowroot flour,['arrowroot flour'],{'arrowroot flour': 2.85},[],1,1,1.0,[],[],2.85
170687,"Buckwheat flour, whole-groat",['buckwheat flour'],{'buckwheat flour': 2.85},[],1,1,1.0,['whole'],[],2.85
170697,"Fast foods, onion rings, breaded and fried",['onion rings'],{'onion rings': 9.22},[],1,1,1.0,['Fast'],"['breaded', 'fried']",9.22
170698,"Fast foods, potato, french fried in vegetable oil",['potato'],{'potato': 4.17},[],1,1,1.0,"['Fast', 'french']",['fried'],4.17
170699,"Fast foods, potato, mashed",['potato'],{'potato': 4.17},[],1,1,1.0,['Fast'],[],4.17
170701,"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza, frozen","['school lunch', 'pizza']",{'pizza': 9.64},['school lunch'],1,2,0.5,"['BIG', 'Whole']","['Rolled', 'frozen']",0.0
170702,"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen",['pizza'],{'pizza': 9.64},[],1,1,1.0,['Whole'],['frozen'],9.64
170703,"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese, frozen","['pizza', 'grain']","{'pizza': 9.64, 'grain': 10.13}",[],2,2,1.0,['Whole'],['frozen'],19.77
170704,"School Lunch, pizza, TONY'S Breakfast Pizza Sausage, frozen","['school lunch', 'pizza', 'sausage']","{'pizza': 9.64, 'sausage': 10.8}",['school lunch'],2,3,0.6666666666666666,[],['frozen'],0.0
170708,"SUBWAY, meatball marinara sub on white bread (no toppings)","['meatball marinara sub', 'bread']",{'bread': 3.15},['meatball marinara sub'],1,2,0.5,['white'],[],0.0
170714,"Pizza, cheese topping, rising crust, frozen, cooked",['pizza'],{'pizza': 9.64},[],1,1,1.0,[],"['frozen', 'cooked']",9.64
170715,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",['pizza'],{'pizza': 9.64},[],1,1,1.0,['regular'],"['frozen', 'cooked']",9.64
170716,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",['pizza'],{'pizza': 9.64},[],1,1,1.0,[],"['frozen', 'cooked']",9.64
170718,"Fast foods, chicken, breaded and fried, boneless pieces, plain",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fast', 'boneless', 'plain']","['breaded', 'fried']",8.0
170721,"McDONALD'S, french fries",['fries'],{'fries': 4.75},[],1,1,1.0,['french'],[],4.75
170725,"WENDY'S, Chicken Nuggets",['chicken nuggets'],{'chicken nuggets': 8.7},[],1,1,1.0,[],[],8.7
170726,"WENDY'S, french fries",['fries'],{'fries': 4.75},[],1,1,1.0,['french'],[],4.75
170728,"BURGER KING, WHOPPER, with cheese",['burger king whopper cheese'],{'burger king whopper cheese': 8.5},[],1,1,1.0,[],[],8.5
170730,"BURGER KING, DOUBLE WHOPPER, with cheese",['burger king whopper cheese'],{'burger king whopper cheese': 8.5},[],1,1,1.0,['DOUBLE'],[],8.5
170731,"BURGER KING, Chicken Strips",['chicken strips'],{'chicken strips': 6.8},[],1,1,1.0,[],[],6.8
170732,"TACO BELL, Soft Taco with chicken, cheese and lettuce",['taco bell taco chicken cheese lettuce'],{'taco bell taco chicken cheese lettuce': 3.4},[],1,1,1.0,['Soft'],[],3.4
170733,"TACO BELL, Soft Taco with steak",['taco bell taco steak'],{'taco bell taco steak': 14.25},[],1,1,1.0,['Soft'],[],14.25
170735,"TACO BELL, BURRITO SUPREME with beef",['taco bell burrito supreme beef'],{'taco bell burrito supreme beef': 10.25},[],1,1,1.0,[],[],10.25
170736,"TACO BELL, Taco Salad",['taco bell taco salad'],{'taco bell taco salad': 11.49},[],1,1,1.0,[],[],11.49
170737,"KFC, Popcorn Chicken",['kfc popcorn chicken'],{'kfc popcorn chicken': 10.05},[],1,1,1.0,[],[],10.05
170738,"KFC, Fried Chicken, ORIGINAL RECIPE, Skin and Breading",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'ORIGINAL']",[],8.0
170739,"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'ORIGINAL']",['removed'],8.0
170740,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed","['chicken', 'drumstick']","{'chicken': 8.0, 'drumstick': 8.17}",[],2,2,1.0,"['Fried', 'ORIGINAL']",['removed'],16.17
170741,"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breading removed",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'ORIGINAL']",['removed'],8.0
170742,"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading removed",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'EXTRA']",['removed'],8.0
170743,"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed","['chicken', 'wing']","{'chicken': 8.0, 'wing': 7.93}",[],2,2,1.0,"['Fried', 'EXTRA']",['removed'],15.93
170744,"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'ORIGINAL']",[],8.0
170745,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading","['chicken', 'drumstick']","{'chicken': 8.0, 'drumstick': 8.17}",[],2,2,1.0,"['Fried', 'ORIGINAL']",[],16.17
170746,"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading","['chicken', 'thigh']","{'chicken': 8.0, 'thigh': 7.48}",[],2,2,1.0,"['Fried', 'EXTRA']",[],15.48
170747,"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading","['chicken', 'wing', 'meat skin breading']","{'chicken': 8.0, 'wing': 7.93}",['meat skin breading'],2,3,0.6666666666666666,"['Fried', 'EXTRA']",[],0.0
170748,"POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading removed",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fried', 'Mild']",['removed'],8.0
170749,"POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed","['chicken', 'drumstick']","{'chicken': 8.0, 'drumstick': 8.17}",[],2,2,1.0,['Fried'],['removed'],16.17
170750,"POPEYES, Fried Chicken, Mild, Thigh, meat and skin with breading",['chicken'],{'chicken': 8.0},[],1,1,1.0,['Fried'],[],8.0
170751,"POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading",['chicken'],{'chicken': 8.0},[],1,1,1.0,['Fried'],[],8.0
170752,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise","['chicken', 'bacon tomato club sandwich']",{'chicken': 8.0},['bacon tomato club sandwich'],1,2,0.5,['Fast'],['grilled'],0.0
170753,"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise","['chicken', 'bacon', 'tomato club sandwich']","{'chicken': 8.0, 'bacon': 9.88}",['tomato club sandwich'],2,3,0.6666666666666666,"['Fast', 'crispy']",[],0.0
170754,"Fast Foods, Fried Chicken, Wing, meat only, skin and breading removed","['chicken', 'wing']","{'chicken': 8.0, 'wing': 7.93}",[],2,2,1.0,"['Fast', 'Fried']",['removed'],15.93
170755,"Fast Foods, Fried Chicken, Skin and breading from all pieces",['chicken'],{'chicken': 8.0},[],1,1,1.0,"['Fast', 'Fried']",[],8.0
170756,"Fast Foods, Fried Chicken, Breast, meat and skin and breading",['fried chicken'],{'fried chicken': 6.95},[],1,1,1.0,['Fast'],[],6.95
170757,"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading","['fried chicken', 'drumstick']","{'fried chicken': 6.95, 'drumstick': 8.17}",[],2,2,1.0,['Fast'],[],15.12
170758,"DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked",['pizza'],{'pizza': 9.64},[],1,1,1.0,"['thin', 'crispy']","['frozen', 'baked']",9.64
170759,"DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked",['pizza'],{'pizza': 9.64},[],1,1,1.0,[],"['stuffed', 'frozen', 'baked']",9.64
170760,"DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked",['pizza'],{'pizza': 9.64},[],1,1,1.0,[],"['frozen', 'baked']",9.64
170761,"DIGIORNO Pizza, pepperoni topping, thin crispy crust, frozen, baked",['pizza'],{'pizza': 9.64},[],1,1,1.0,"['thin', 'crispy']","['frozen', 'baked']",9.64
170762,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust","['food', '14 pizza']","{'food': 12.8, '14 pizza': 9.64}",[],2,2,1.0,"['Fast', 'thin']",[],22.44
170766,"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust",['14 sausage pizza'],{'14 sausage pizza': 9.64},[],1,1,1.0,['Classic'],['Tossed'],9.64
170767,"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust",['14 sausage pizza'],{'14 sausage pizza': 9.64},[],1,1,1.0,"['Ultimate', 'Deep']",[],9.64
170768,"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust",['sausage pizza'],{'sausage pizza': 9.64},[],1,1,1.0,"['THIN', 'CRISPY']",[],9.64
170769,"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",['sausage pizza'],{'sausage pizza': 9.64},[],1,1,1.0,[],['Tossed'],9.64
170771,"BURGER KING, Onion Rings",['onion rings'],{'onion rings': 9.22},[],1,1,1.0,[],[],9.22
170773,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust","['food', '14 pizza']","{'food': 12.8, '14 pizza': 9.64}",[],2,2,1.0,['Fast'],['stuffed'],22.44
170774,"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",['cheese pizza'],{'cheese pizza': 9.64},[],1,1,1.0,[],['Stuffed'],9.64
170775,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt","['strawberry banana smoothie', 'yogurt']","{'strawberry banana smoothie': 4.5, 'yogurt': 4.54}",[],2,2,1.0,"['Fast', 'low', 'fat']",['made'],9.04
170779,"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked","['school lunch', 'pizza']",{'pizza': 9.64},['school lunch'],1,2,0.5,"['thick', 'whole']","['frozen', 'cooked']",0.0
170780,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked","['school lunch', 'pizza']",{'pizza': 9.64},['school lunch'],1,2,0.5,"['thin', 'whole']","['frozen', 'cooked']",0.0
170781,"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked","['school lunch', 'pizza']",{'pizza': 9.64},['school lunch'],1,2,0.5,"['thick', 'whole']","['frozen', 'cooked']",0.0
170782,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked","['school lunch', 'pizza', 'sausage topping']",{'pizza': 9.64},"['school lunch', 'sausage topping']",1,3,0.3333333333333333,"['thin', 'whole']","['frozen', 'cooked']",0.0
170783,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw","['beef', 'chuck', 'ribs']","{'beef': 10.25, 'chuck': 28.0, 'ribs': 17.6}",[],3,3,1.0,"['short', 'boneless', 'separable', 'fat', 'raw']",['trimmed'],55.85
170785,"Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",['foods chicken tortilla lettuce cheese ranch sauce'],{'foods chicken tortilla lettuce cheese ranch sauce': 3.95},[],1,1,1.0,"['Fast', 'crispy']",[],3.95
170786,"Fast foods, grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",['chicken'],{'chicken': 8.0},[],1,1,1.0,['Fast'],['grilled'],8.0
170792,"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked","['school lunch', 'pizza']",{'pizza': 9.64},['school lunch'],1,2,0.5,"['thin', 'whole']","['frozen', 'cooked']",0.0
170793,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked","['school lunch', 'pizza', 'sausage topping']",{'pizza': 9.64},"['school lunch', 'sausage topping']",1,3,0.3333333333333333,"['thick', 'whole']","['frozen', 'cooked']",0.0
170794,"School Lunch, chicken patty, whole grain breaded","['school lunch', 'chicken patty']",{'chicken patty': 5.7},['school lunch'],1,2,0.5,['whole'],['breaded'],0.0
170795,"School Lunch, chicken nuggets, whole grain breaded","['school lunch', 'chicken nuggets']",{'chicken nuggets': 8.7},['school lunch'],1,2,0.5,['whole'],['breaded'],0.0
170796,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","['beef', 'chuck', 'ribs']","{'beef': 10.25, 'chuck': 28.0, 'ribs': 17.6}",[],3,3,1.0,"['short', 'boneless', 'separable', 'raw']",['trimmed'],55.85
170797,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised","['beef', 'chuck eye', 'country style ribs']","{'beef': 10.25, 'country style ribs': 17.6}",['chuck eye'],2,3,0.6666666666666666,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",0.0
170798,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised","['beef', 'chuck eye', 'country style ribs']","{'beef': 10.25, 'country style ribs': 17.6}",['chuck eye'],2,3,0.6666666666666666,"['boneless', 'separable', 'fat']","['trimmed', 'select', 'cooked', 'braised']",0.0
170799,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","['beef', 'chuck eye', 'country style ribs']","{'beef': 10.25, 'country style ribs': 17.6}",['chuck eye'],2,3,0.6666666666666666,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",0.0
170800,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw","['beef', 'chuck eye', 'country style ribs']","{'beef': 10.25, 'country style ribs': 17.6}",['chuck eye'],2,3,0.6666666666666666,"['boneless', 'separable', 'fat', 'raw']",['trimmed'],0.0
170801,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","['beef', 'chuck eye steak']","{'beef': 10.25, 'chuck eye steak': 11.95}",[],2,2,1.0,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'grilled']",22.2
170802,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","['beef', 'chuck eye steak']","{'beef': 10.25, 'chuck eye steak': 11.95}",[],2,2,1.0,"['boneless', 'separable', 'fat', 'raw']",['trimmed'],22.2
170803,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","['beef', 'chuck eye steak']","{'beef': 10.25, 'chuck eye steak': 11.95}",[],2,2,1.0,"['boneless', 'separable', 'fat', 'raw']","['trimmed', 'select']",22.2
170804,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","['beef', 'chuck eye steak']","{'beef': 10.25, 'chuck eye steak': 11.95}",[],2,2,1.0,"['boneless', 'separable', 'raw']",['trimmed'],22.2
170805,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised","['beef', 'chuck', 'mock steak']","{'beef': 10.25, 'chuck': 28.0, 'mock steak': 14.25}",[],3,3,1.0,"['tender', 'boneless', 'separable', 'fat']","['trimmed', 'select', 'cooked', 'braised']",52.5
170806,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","['beef', 'chuck']","{'beef': 10.25, 'chuck': 28.0}",[],2,2,1.0,"['tender', 'boneless', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",38.25
170807,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","['beef', 'chuck']","{'beef': 10.25, 'chuck': 28.0}",[],2,2,1.0,"['tender', 'boneless', 'separable', 'fat', 'raw']",['trimmed'],38.25
170808,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","['beef', 'chuck', 'mock steak']","{'beef': 10.25, 'chuck': 28.0, 'mock steak': 14.25}",[],3,3,1.0,"['tender', 'boneless', 'separable', 'fat', 'raw']","['trimmed', 'select']",52.5
170809,"Beef, chuck for stew, separable lean and fat, select, raw","['beef', 'chuck stew']",{'beef': 10.25},['chuck stew'],1,2,0.5,"['separable', 'fat', 'raw']",['select'],0.0
170810,"Beef, chuck for stew, separable lean and fat, choice, raw","['beef', 'chuck']","{'beef': 10.25, 'chuck': 28.0}",[],2,2,1.0,"['separable', 'fat', 'raw']",[],38.25
170811,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised","['beef', 'chuck', 'blade steak']","{'beef': 10.25, 'chuck': 28.0, 'blade steak': 14.25}",[],3,3,1.0,"['boneless', 'separable', 'fat']","['trimmed', 'cooked', 'braised']",52.5
